cf,units,quantity,transformation,state,substance,process,condition,fraction,coordinate,source,spectral_band,energy,medium_realm,temperature,model,statistics,vector component,angle,surface,role,scientific_component,reported_on,at_surface_or_condition,due_to,to_,in_substance_or_realm,expressed_as_substance_or_property,assuming_condition,defined_by,for_,into_,below_,over_,above_,from_,wrt_1,product_and_,ratio_of,ratio_to_,wrt_2,by_,excluding_,reflected_by,out_of,accumulated_in_,difference_between_,difference_and_,superfluous
tendency_of_mole_concentration_of_iron_in_sea_water_due_to_biological_production,mol m-3 s-1,mole,"tendency_of, concentration_of",,iron,,,,,,,,,,,,,,,,,,,biological_production,,sea_water,,,,,,,,,,,,,,,,,,,,,,
tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production,mol m-3 s-1,mole,"tendency_of, concentration_of","particulate, organic",matter,,,,,,,,,,,,,,,,,,,net_primary_production,,sea_water,carbon,,,,,,,,,,,,,,,,,,,,,
tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production_by_calcareous_phytoplankton,mol m-3 s-1,mole,"tendency_of, concentration_of","particulate, organic",matter,,,,,,,,,,,,,,,,,,,net_primary_production,,sea_water,carbon,,,,,,,,,,,,,,calcareous_phytoplankton,,,,,,,
tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production_by_diatoms,mol m-3 s-1,mole,"tendency_of, concentration_of","particulate, organic",matter,,,,,,,,,,,,,,,,,,,net_primary_production,,sea_water,carbon,,,,,,,,,,,,,,diatoms,,,,,,,
tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production_by_diazotrophs,mol m-3 s-1,mole,"tendency_of, concentration_of","particulate, organic",matter,,,,,,,,,,,,,,,,,,,net_primary_production,,sea_water,carbon,,,,,,,,,,,,,,diazotrophs,,,,,,,
tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production_by_miscellaneous_phytoplankton,mol m-3 s-1,mole,"tendency_of, concentration_of","particulate, organic",matter,,,,,,,,,,,,,,,,,,,net_primary_production,,sea_water,carbon,,,,,,,,,,,,,,miscellaneous_phytoplankton,,,,,,,
tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production_by_picophytoplankton,mol m-3 s-1,mole,"tendency_of, concentration_of","particulate, organic",matter,,,,,,,,,,,,,,,,,,,net_primary_production,,sea_water,carbon,,,,,,,,,,,,,,picophytoplankton,,,,,,,
tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_nitrate_utilization,mol m-3 s-1,mole,"tendency_of, concentration_of","particulate, organic",matter,,,,,,,,,,,,,,,,,,,nitrate_utilization,,sea_water,carbon,,,,,,,,,,,,,,,,,,,,,
tendency_of_mole_concentration_of_silicon_in_sea_water_due_to_biological_production,mol m-3 s-1,mole,"tendency_of, concentration",,silicon,,,,,,,,,,,,,,,,,,,biological_production,,sea_water,,,,,,,,,,,,,,,,,,,,,,
tendency_of_northward_wind,m s-2,wind,tendency_of,,,,,,,,,,,,,,northward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_northward_wind_due_to_advection,m s-2,wind,tendency_of,,,,,,,,,,,,,,northward,,,,,,,advection,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_northward_wind_due_to_convection,m s-2,wind,tendency_of,,,,,,,,,,,,,,northward,,,,,,,convection,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_northward_wind_due_to_diffusion,m s-2,wind,tendency_of,,,,,,,,,,,,,,northward,,,,,,,diffusion,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_northward_wind_due_to_gravity_wave_drag,m s-2,wind,tendency_of,,,,,,,,,,,,,,northward,,,,,,,gravity_wave_drag,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_barotropic_streamfunction,m3 s-2,streamfunction,tendency_of,,,barotropic,,,,,,,ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_eddy_kinetic_energy_content_due_to_bolus_transport, W m-2,energy,"tendency_of, content",,,,,,,,,kinetic,ocean,,,,,,,,,,,bolus_transport,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_aragonite_expressed_as_carbon_due_to_biological_production,mol m-2 s-1,mole,"tendency_of, content_of",,aragonite,,,,,,,,ocean,,,,,,,,,,,biological_production,,,carbon,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_calcite_expressed_as_carbon_due_to_biological_production,mol m-2 s-1,mole,"tendency_of, content_of",,calcite,,,,,,,,ocean,,,,,,,,,,,biological_production,,,carbon,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_carbon_due_to_runoff_and_sediment_dissolution,mol m-2 s-1,mole,"tendency_of, content_of",,carbon,,,,,,,,ocean,,,,,,,,,,,"runoff, sediment_dissolution",,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_carbon_due_to_sedimentation,mol m-2 s-1,mole,"tendency_of, content_of",,carbon,,,,,,,,ocean,,,,,,,,,,,sedimentation,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_dissolved_inorganic_carbon,mol m-2 s-1,mole,"tendency_of, content_of","dissolved, inorganic",carbon,,,,,,,,ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_dissolved_inorganic_carbon_due_to_biological_processes,mol m-2 s-1,mole,"tendency_of, content_of","dissolved, inorganic",carbon,,,,,,,,ocean,,,,,,,,,,,biological_processes,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_dissolved_inorganic_iron,mol m-2 s-1,mole,"tendency_of, content_of","dissolved, inorganic",iron,,,,,,,,ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_dissolved_inorganic_iron_due_to_biological_processes,mol m-2 s-1,mole,"tendency_of, content_of","dissolved, inorganic",iron,,,,,,,,ocean,,,,,,,,,,,biological_processes,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_dissolved_inorganic_nitrogen,mol m-2 s-1,mole,"tendency_of, content_of","dissolved, inorganic",nitrogen,,,,,,,,ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_dissolved_inorganic_nitrogen_due_to_biological_processes,mol m-2 s-1,mole,"tendency_of, content_of","dissolved, inorganic",nitrogen,,,,,,,,ocean,,,,,,,,,,,biological_processes,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_dissolved_inorganic_phosphorus,mol m-2 s-1,mole,"tendency_of, content_of","dissolved, inorganic",phosphorus,,,,,,,,ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_dissolved_inorganic_phosphorus_due_to_biological_processes,mol m-2 s-1,mole,"tendency_of, content_of","dissolved, inorganic",phosphorus,,,,,,,,ocean,,,,,,,,,,,biological_processes,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_dissolved_inorganic_silicon,mol m-2 s-1,mole,"tendency_of, content_of","dissolved, inorganic",silicon,,,,,,,,ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_dissolved_inorganic_silicon_due_to_biological_processes,mol m-2 s-1,mole,"tendency_of, content_of","dissolved, inorganic",silicon,,,,,,,,ocean,,,,,,,,,,,biological_processes,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_elemental_nitrogen_due_to_denitrification_and_sedimentation,mol m-2 s-1,mole,"tendency_of, content_of",elemental,nitrogen,,,,,,,,ocean,,,,,,,,,,,denitrification,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_elemental_nitrogen_due_to_deposition_and_fixation_and_runoff,mol m-2 s-1,mole,"tendency_of, content_of",elemental,nitrogen,,,,,,,,ocean,,,,,,,,,,,"deposition, fixation, runoff",,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_elemental_nitrogen_due_to_fixation,mol m-2 s-1,mole,"tendency_of, content_of",elemental,nitrogen,,,,,,,,ocean,,,,,,,,,,,fixation,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_iron_due_to_biological_production,mol m-2 s-1,mole,"tendency_of, content_of",,iron,,,,,,,,ocean,,,,,,,,,,,biological_production,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_iron_due_to_deposition_and_runoff_and_sediment_dissolution,mol m-2 s-1,mole,"tendency_of, content_of",,iron,,,,,,,,ocean,,,,,,,,,,,"deposition, runoff, sediment_dissolution",,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_iron_due_to_sedimentation,mol m-2 s-1,mole,"tendency_of, content_of",,iron,,,,,,,,ocean,,,,,,,,,,,sedimentation,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_mole_content_of_silicon_due_to_biological_production,mol m-2 s-1,mole,"tendency_of, content_of",,silicon,,,,,,,,ocean,,,,,,,,,,,biological_production,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_potential_energy_content,W m-2,energy,"tendency_of, content",,,,,,,,,potential,ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_potential_energy_content_due_to_background,W m-2,energy,"tendency_of, content",,,,,,,,,potential,ocean,,,,,,,,,,,background,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_ocean_potential_energy_content_due_to_tides,W m-2,energy,"tendency_of, content",,,,,,,,,potential,ocean,,,,,,,,,,,tides,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_potential_energy_content_of_atmosphere_layer_due_to_advection,W m-2,energy,"tendency_of, content_of",,,,,,,,,potential,atmosphere_layer,,,,,,,,,,,advection,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_potential_energy_content_of_ocean_layer_due_to_convection,W m-2,energy,"tendency_of, content_of",,,,,,,,,potential,ocean_layer,,,,,,,,,,,convection,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_potential_energy_content_of_ocean_layer_due_to_diffusion ,W m-2,energy,"tendency_of, content_of",,,,,,,,,potential,ocean_layer,,,,,,,,,,,diffusion,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_ice_amount_due_to_basal_melting,kg m-2 s-1,amount,tendency_of,,sea_ice,,,,,,,,,,,,,,,,,,,basal_melting,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_ice_amount_due_to_congelation_ice_accumulation,kg m-2 s-1,amount,tendency_of,,sea_ice,,,,,,,,,,,,,,,,,,,congelation_ice_accumulation,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_ice_amount_due_to_frazil_ice_accumulation_in_leads,kg m-2 s-1,amount,tendency_of,,sea_ice,,,,,,,,,,,,,,,,,,,frazil_ice_accumulation,,leads,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_ice_amount_due_to_lateral_growth_of_ice_floes,kg m-2 s-1,amount,tendency_of,,sea_ice,,,,,,,,,,,,,,,,,,,lateral_growth_of_ice_floes,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_ice_amount_due_to_snow_conversion,kg m-2 s-1,amount,tendency_of,,sea_ice,,,,,,,,,,,,,,,,,,,snow_conversion,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_ice_amount_due_to_surface_melting,kg m-2 s-1,amount,tendency_of,,sea_ice,,,,,,,,,,,,,,,,,,,surface_melting,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_ice_area_fraction_due_to_dynamics,s-1,fraction,tendency_of,,sea_ice,,,area,,,,,,,,,,,,,,,,dynamics,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_ice_area_fraction_due_to_ridging,s-1,fraction,tendency_of,,sea_ice,,,area,,,,,,,,,,,,,,,,ridging,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_ice_area_fraction_due_to_thermodynamics,s-1,fraction,tendency_of,,sea_ice,,,area,,,,,,,,,,,,,,,,thermodynamics,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_ice_thickness_due_to_dynamics,m s-1,thickness,tendency_of,,sea_ice,,,,,,,,,,,,,,,,,,,dynamics,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_ice_thickness_due_to_thermodynamics,m s-1,thickness,tendency_of,,sea_ice,,,,,,,,,,,,,,,,,,,thermodynamics,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_water_alkalinity_expressed_as_mole_equivalent_due_to_biological_processes,mol m-3 s-1,alkalinity,tendency_of,,sea_water,,,,,,,,,,,,,,,,,,,biological_processes,,,mole_equivalent,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_water_salinity,1e-3 s-1,salinity,tendency_of,,sea_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_water_salinity_due_to_advection,1e-3 s-1,salinity,tendency_of,,sea_water,,,,,,,,,,,,,,,,,,,advection,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_water_salinity_due_to_bolus_advection,1e-3 s-1,salinity,tendency_of,,sea_water,,,,,,,,,,,,,,,,,,,bolus_advection,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_water_salinity_due_to_horizontal_mixing,1e-3 s-1,salinity,tendency_of,,sea_water,,,,,,,,,,,,,,,,,,,horizontal_mixing,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_water_salinity_due_to_sea_ice_thermodynamics,1e-3 s-1,salinity,tendency_of,,sea_water,,,,,,,,,,,,,,,,,,,sea_ice_thermodynamics,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_water_salinity_due_to_vertical_mixing,1e-3 s-1,salinity,tendency_of,,sea_water,,,,,,,,,,,,,,,,,,,vertical_mixing,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_water_temperature,K s-1,temperature,tendency_of,,sea_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_water_temperature_due_to_advection,K s-1,temperature,tendency_of,,sea_water,,,,,,,,,,,,,,,,,,,advection,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_water_temperature_due_to_bolus_advection,K s-1,temperature,tendency_of,,sea_water,,,,,,,,,,,,,,,,,,,bolus_advection,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_water_temperature_due_to_horizontal_mixing,K s-1,temperature,tendency_of,,sea_water,,,,,,,,,,,,,,,,,,,horizontal_mixing,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_sea_water_temperature_due_to_vertical_mixing,K s-1,temperature,tendency_of,,sea_water,,,,,,,,,,,,,,,,,,,vertical_mixing,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_specific_humidity,s-1,specific_humidity,tendency_of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_specific_humidity_due_to_advection,s-1,specific_humidity,tendency_of,,,,,,,,,,,,,,,,,,,,,advection,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_specific_humidity_due_to_convection,s-1,specific_humidity,tendency_of,,,,,,,,,,,,,,,,,,,,,convection,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_specific_humidity_due_to_diffusion,s-1,specific_humidity,tendency_of,,,,,,,,,,,,,,,,,,,,,diffusion,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_specific_humidity_due_to_model_physics,s-1,specific_humidity,tendency_of,,,,,,,,,,,,,,,,,,,,,model_physics,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_specific_humidity_due_to_stratiform_cloud_and_precipitation_and_boundary_layer_mixing,s-1,specific_humidity,tendency_of,,,,,,,,,,,,,,,,,,,,,"stratiform_cloud, precipitation, boundary_layer_mixing",,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_specific_humidity_due_to_stratiform_precipitation,s-1,specific_humidity,tendency_of,,,,,,,,,,,,,,,,,,,,,stratiform_precipitation,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_surface_air_pressure,Pa s-1,pressure,tendency_of,,air,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_surface_snow_amount,kg m-2 s-1,amount,tendency_of,,snow,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_troposphere_moles_of_carbon_monoxide,mol s-1,moles,tendency_of,,carbon_monoxide,,,,,,,,troposphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_troposphere_moles_of_hcc140a,mol s-1,moles,tendency_of,,hcfc140a,,,,,,,,troposphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_troposphere_moles_of_hcfc22,mol s-1,moles,tendency_of,,hcfc22,,,,,,,,troposphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_troposphere_moles_of_methane,mol s-1,moles,tendency_of,,methane,,,,,,,,troposphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_troposphere_moles_of_methyl_bromide,mol s-1,moles,tendency_of,,methyl_bromide,,,,,,,,troposphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_troposphere_moles_of_methyl_chloride,mol s-1,moles,tendency_of,,methyl_chloride,,,,,,,,troposphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_troposphere_moles_of_molecular_hydrogen,mol s-1,moles,tendency_of,molecular,hydrogen,,,,,,,,troposphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_upward_air_velocity,m s-2,velocity,tendency_of,,air,,,,,,,,,,,,upward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_upward_air_velocity_due_to_advection,m s-2,velocity,tendency_of,,air,,,,,,,,,,,,upward,,,,,,,advection,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_water_vapor_content_of_atmosphere_layer,kg m-2 s-1,(mass),"tendency_of, content_of",vapor,water,,,,,,,,atmosphere_layer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_water_vapor_content_of_atmosphere_layer_due_to_convection,kg m-2 s-1,(mass),"tendency_of, content_of",vapor,water,,,,,,,,atmosphere_layer,,,,,,,,,,,convection,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_water_vapor_content_of_atmosphere_layer_due_to_deep_convection,kg m-2 s-1,(mass),"tendency_of, content_of",vapor,water,,,,,,,,atmosphere_layer,,,,,,,,,,,deep_convection,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_water_vapor_content_of_atmosphere_layer_due_to_shallow_convection,kg m-2 s-1,(mass),"tendency_of, content_of",vapor,water,,,,,,,,atmosphere_layer,,,,,,,,,,,shallow_convection,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_water_vapor_content_of_atmosphere_layer_due_to_turbulence,kg m-2 s-1,(mass),"tendency_of, content_of",vapor,water,,,,,,,,atmosphere_layer,,,,,,,,,,,turbulence,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_wind_speed_due_to_convection,m s-2,speed,tendency_of,,,wind,,,,,,,,,,,,,,,,,,convection,,,,,,,,,,,,,,,,,,,,,,,,
tendency_of_wind_speed_due_to_gravity_wave_drag,m s-2,speed,tendency_of,,,wind,,,,,,,,,,,,,,,,,,gravity_wave_drag,,,,,,,,,,,,,,,,,,,,,,,,
thermal_energy_content_of_surface_snow,J m-2,energy,content_of,,snow,,,,,,,thermal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thickness_of_convective_rainfall_amount,m,thickness_of,amount,convective,,rainfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amount
thickness_of_convective_snowfall_amount,m,thickness,,convective,,snowfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amount
thickness_of_rainfall_amount,m,thickness_of,amount,,,rainfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thickness_of_snowfall_amount,m,thickness,,,,snowfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amount
thickness_of_stratiform_rainfall_amount,m,thickness,amount,stratiform,,rainfal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thickness_of_stratiform_snowfall_amount,m,thickness,amount,stratiform,,snowfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thunderstorm_probability,1,probability,,,,thunderstorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,s,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toa_adjusted_longwave_forcing,W m-2,(energy_)forcing,,,,,,,,,longwave,,,,adjusted,,,,toa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toa_adjusted_radiative_forcing,W m-2,radiative_forcing,,,,,,,,,,,,,adjusted,,,,toa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toa_adjusted_shortwave_forcing,W m-2,(energy_)forcing,,,,,,,,,shortwave,,,,adjusted,,,,toa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toa_bidirectional_reflectance,1,reflectance,,,,,,,,,,,,,,,bidirectional,course,toa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toa_brightness_temperature,K,temperature,,,,,,,,,,,,brightness,,,,,toa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toa_brightness_temperature_assuming_clear_sky,K,temperature,,,,,,,,,,,,brightness,,,,,toa,,,,,,,,,clear_sly,,,,,,,,,,,,,,,,,,,,
toa_cloud_radiative_effect,W m-2,radiative_effect,,,,,,,,,,,cloud,,,,,,toa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toa_incoming_shortwave_flux,W m-2,(energy_),flux,,,,,,,,shortwave,,,,,,incoming,,toa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toa_instantaneous_longwave_forcing,W m-2,(energy_)forcing,,,,,,,,,longwave,,,,,,,,toa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instantaneous
toa_instantaneous_radiative_forcing,W m-2,radiative_forcing,,,,,,,,,,,,,,,,,toa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instantaneous
toa_instantaneous_shortwave_forcing,W m-2,(energy_)forcing,,,,,,,,,shortwave,,,,,,,,toa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instantaneous
toa_longwave_cloud_radiative_effect,W m-2,radiative_effect,,,,,,,,,longwave,,cloud,,,,,,toa,,,,,,,,,,,,,,,,,time,,,,,,,,,,,,
toa_net_downward_longwave_flux,W m-2,(energy_),flux,,,,,,,,longwave,,,,,,downward,,toa,,net,,,,,,,,,,,,,,,,,,,,,,,,,,,
toa_net_downward_longwave_flux_assuming_clear_sky,W m-2,(energy_),flux,,,,,,,,longwave,,,,,,downward,,toa,,net,,,,,,,clear_sky,,,,,,,,,,,,,,,,,,,,
toa_net_downward_radiative_flux,W m-2,radiative_flux,,,,,,,,,,,,,,,downward,,toa,,net,,,,,,,,,,,,,,,,,,,,,,,,,,,
toa_net_downward_shortwave_flux,W m-2,(energy_),flux,,,,,,,,shortwave,,,,,,downward,,toa,,net,,,,,,,,,,,,,,,,,,,,,,,,,,,
toa_net_downward_shortwave_flux_assuming_clear_sky,W m-2,(energy_),flux,,,,,,,,shortwave,,,,,,downward,,toa,,net,,,,,,,clear_sky,,,,,,,,,,,,,,,,,,,,
toa_net_upward_longwave_flux,W m-2,(energy_),flux,,,,,,,,longwave,,,,,,upward,,toa,,net,,,,,,,,,,,,,,,,,,,,,,,,,,,
toa_net_upward_longwave_flux_assuming_clear_sky,W m-2,(energy_),flux,,,,,,,,longwave,,,,,,upward,,toa,,net,,,,,,,clear_sky,,,,,,,,,,,,,,,,,,,,
toa_net_upward_shortwave_flux,W m-2,(energy_),flux,,,,,,,,shortwave,,,,,,upward,,toa,,net,,,,,,,,,,,,,,,,,,,,,,,,,,,
toa_outgoing_longwave_flux,W m-2,(energy_),flux,,,,,,,,longwave,,,,,,outgoing,,toa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toa_outgoing_longwave_flux_assuming_clear_sky,W m-2,(energy_),flux,,,,,,,,longwave,,,,,,outgoing,,toa,,,,,,,,,clear_sky,,,,,,,,,,,,,,,,,,,,
toa_outgoing_shortwave_flux,W m-2,(energy_),flux,,,,,,,,shortwave,,,,,,outgoing,,toa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toa_outgoing_shortwave_flux_assuming_clear_sky,W m-2,(energy_),flux,,,,,,,,shortwave,,,,,,outgoing,,toa,,,,,,,,,clear_sky,,,,,,,,,,,,,,,,,,,,
toa_shortwave_cloud_radiative_effect,W m-2,radiative_effect,,,,,,,,,shortwave,,cloud,,,,,,toa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transpiration_amount,kg m-2,amount,,,,transpiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transpiration_flux,kg m-2 s-1,(mass_),flux,,,transpiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropopause_adjusted_longwave_forcing,W m-2,(energy_)forcing,,,,,,,,,longwave,,,,adjusted,,,,tropopause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropopause_adjusted_radiative_forcing,W m-2,radiative_forcing,,,,,,,,,,,,,adjusted,,,,tropopause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropopause_adjusted_shortwave_forcing,W m-2,(energy_)forcing,,,,,,,,,shortwave,,,,adjusted,,,,tropopause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropopause_air_pressure,Pa,pressure,,,air,,,,,,,,,,,,,,tropopause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropopause_air_temperature,K,temperature,,,air,,,,,,,,,,,,,,tropopause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropopause_altitude,m,altitude,,,,,,,,,,,,,,,,,tropopause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropopause_downwelling_longwave_flux,W m-2,(energy_),flux,,,,,,,,longwave,,,,,,downwelling,,tropopause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropopause_instantaneous_longwave_forcing,W m-2,(energy_)forcing,,,,,,,,,longwave,,,,,,,,tropopause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instantaneous
tropopause_instantaneous_radiative_forcing,W m-2,radiative_forcing,,,,,,,,,,,,,,,,,tropopause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instantaneous
tropopause_instantaneous_shortwave_forcing,W m-2,(energy_)forcing,,,,,,,,,shortwave,,,,,,,,tropopause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instantaneous
tropopause_net_downward_longwave_flux,W m-2,(energy_),flux,,,,,,,,longwave,,,,,,downward,,tropopause,,net,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropopause_net_downward_shortwave_flux,W m-2,(energy_),flux,,,,,,,,shortwave,,,,,,downward,,tropopause,,net,,,,,,,,,,,,,,,,,,,,,,,,,,,
